gene,rate,dataset
YJL104W,0.20043,Barton2009
YJL100W,0.4288,Barton2009
YJL089W,0.51134,Barton2009
YJL042W,0.36342,Barton2009
YJL101C,0.19792,Barton2009
YJL094C,0.26224,Barton2009
YJL093C,0.65677,Barton2009
YJL106W,0.18152,Barton2009
YJL117W,0.30428,Barton2009
YJL111W,0.11966,Barton2009
YJL105W,0.57388,Barton2009
YJL098W,0.5962,Barton2009
YJL116C,0.26056,Barton2009
YJL121C,0.08076,Barton2009
YJL118W,0.69229,Barton2009
YJL110C,0.7974,Barton2009
YJL122W,0.24779,Barton2009
YJL099W,0.44631,Barton2009
YJL124C,0.15225,Barton2009
YJL126W,0.45772,Barton2009
YJL125C,0.23665,Barton2009
YJL123C,0.59827,Barton2009
YJL140W,0.06477,Barton2009
YJL133W,0.10719,Barton2009
YJL138C,0.02925,Barton2009
YJL143W,0.03185,Barton2009
YJL131C,0.45194,Barton2009
YJL145W,0.23722,Barton2009
YJL144W,0.40632,Barton2009
YJL139C,0.34699,Barton2009
YJL148W,0.42658,Barton2009
YJL155C,0.14825,Barton2009
YJL146W,0.34393,Barton2009
YJL161W,0.74137,Barton2009
YJL151C,0.80583,Barton2009
YJL141C,0.24382,Barton2009
YJL164C,0.15006,Barton2009
YJL158C,0.29136,Barton2009
YJL166W,0.04319,Barton2009
YJL147C,0.6913,Barton2009
YJL167W,0.09543,Barton2009
YJL132W,0.61517,Barton2009
YJL163C,0.33383,Barton2009
YJL109C,0.22359,Barton2009
YJL154C,0.21023,Barton2009
YJL173C,0.16919,Barton2009
YJL149W,1.11822,Barton2009
YJL179W,0.13792,Barton2009
YJL129C,0.39625,Barton2009
YJL174W,0.44207,Barton2009
YJL171C,0.22331,Barton2009
YJL165C,0.27121,Barton2009
YJL184W,0.28726,Barton2009
YJL168C,0.30064,Barton2009
YJL180C,0.4094,Barton2009
YJL183W,0.25574,Barton2009
YJL185C,0.50389,Barton2009
YJL192C,0.2773,Barton2009
YJL193W,0.3304,Barton2009
YJL186W,0.46178,Barton2009
YJL176C,0.65864,Barton2009
YJL196C,0.41469,Barton2009
YJL194W,0.27285,Barton2009
YJL203W,0.81681,Barton2009
YJL210W,0.45672,Barton2009
YJL201W,0.22435,Barton2009
YJL208C,0.23347,Barton2009
YJR009C,0.04027,Barton2009
YJR008W,0.3043,Barton2009
YJR001W,0.17968,Barton2009
YJL209W,0.36078,Barton2009
YJR007W,0.03556,Barton2009
YJL181W,1.14991,Barton2009
YJR006W,0.33988,Barton2009
YJR010W,0.10422,Barton2009
YJL212C,0.12378,Barton2009
YJR014W,0.15043,Barton2009
YJR011C,0.40388,Barton2009
YJR019C,0.1514,Barton2009
YJR016C,0.04899,Barton2009
YJR024C,0.24056,Barton2009
YJR004C,1.07503,Barton2009
YJR025C,0.10997,Barton2009
YJR012C,3.74765,Barton2009
YJR034W,0.04985,Barton2009
YJR032W,0.40698,Barton2009
YJR044C,0.0993,Barton2009
YJR043C,0.56893,Barton2009
YJR049C,0.15749,Barton2009
YJR045C,0.04873,Barton2009
YJR050W,0.43681,Barton2009
YJR042W,0.31243,Barton2009
YJR055W,1.09586,Barton2009
YJR030C,0.72628,Barton2009
YJR053W,0.52648,Barton2009
YJR058C,0.06198,Barton2009
YJR015W,0.52028,Barton2009
YJR056C,0.6431,Barton2009
YJR052W,0.40984,Barton2009
YJR057W,0.32001,Barton2009
YJR054W,2.2398,Barton2009
YJL130C,0.07456,Barton2009
YJR060W,0.52031,Barton2009
YJR063W,0.04022,Barton2009
YJR059W,0.32836,Barton2009
YJR041C,2.41507,Barton2009
YJR067C,0.4119,Barton2009
YJR069C,0.19104,Barton2009
YJR062C,0.55844,Barton2009
YJR064W,0.04935,Barton2009
YJR039W,0.99254,Barton2009
YJL207C,0.35838,Barton2009
YJR068W,0.10791,Barton2009
YJR061W,0.55643,Barton2009
YJR031C,0.95038,Barton2009
YJR033C,0.66424,Barton2009
YJR070C,0.04834,Barton2009
YJR073C,0.1637,Barton2009
YJR065C,4.05354,Barton2009
YJR072C,0.10137,Barton2009
YJR074W,0.39951,Barton2009
YJR075W,0.19626,Barton2009
YJR076C,0.09324,Barton2009
YJR082C,0.22247,Barton2009
YJR077C,0.04913,Barton2009
YJR080C,0.35672,Barton2009
YJR096W,0.18247,Barton2009
YJR084W,0.33818,Barton2009
YJR097W,0.41418,Barton2009
YJR093C,0.37126,Barton2009
YJR083C,0.58202,Barton2009
YJR111C,0.13003,Barton2009
YJR112W,0.30132,Barton2009
YJR113C,0.31428,Barton2009
YJR099W,0.62096,Barton2009
YJR102C,0.43362,Barton2009
YJR115W,0.54453,Barton2009
YJR100C,0.2985,Barton2009
YJR117W,0.11431,Barton2009
YJR103W,0.19698,Barton2009
YJR118C,0.41029,Barton2009
YJR123W,0.00903,Barton2009
YJR098C,0.4939,Barton2009
YJR116W,0.28038,Barton2009
YJR091C,0.20479,Barton2009
YJR121W,0.00799,Barton2009
YJR110W,0.26769,Barton2009
YJR089W,1.31188,Barton2009
YJR125C,0.374,Barton2009
YJR090C,0.20177,Barton2009
YJR124C,0.13638,Barton2009
YJR122W,0.71256,Barton2009
YJR129C,0.56945,Barton2009
YJR133W,0.21276,Barton2009
YJR130C,0.20678,Barton2009
YJR119C,0.44243,Barton2009
YJR135C,0.74558,Barton2009
YJR126C,0.29393,Barton2009
YJR139C,0.0722,Barton2009
YJR136C,0.66501,Barton2009
YJR134C,0.63392,Barton2009
YJR141W,0.83035,Barton2009
YJR144W,0.32609,Barton2009
YKL003C,0.10498,Barton2009
YJR148W,0.25421,Barton2009
YKL001C,0.04015,Barton2009
YJR131W,1.00835,Barton2009
YKL007W,0.35527,Barton2009
YKL004W,0.10801,Barton2009
YKL009W,0.09048,Barton2009
YJR147W,0.80146,Barton2009
YKL013C,0.00593,Barton2009
YJR132W,0.25115,Barton2009
YKL011C,0.53222,Barton2009
YKL008C,0.10995,Barton2009
YKL016C,0.14798,Barton2009
YJR142W,3.88744,Barton2009
YKL019W,0.40372,Barton2009
YJR137C,0.15952,Barton2009
YKL012W,0.50718,Barton2009
YKL017C,0.22592,Barton2009
YKL024C,0.19942,Barton2009
YKL021C,0.26078,Barton2009
YKL018W,1.8077,Barton2009
YJR140C,0.26943,Barton2009
YJR138W,0.25963,Barton2009
YKL025C,0.30906,Barton2009
YKL023W,0.87279,Barton2009
YJR127C,0.43307,Barton2009
YJR066W,0.13321,Barton2009
YKL029C,0.08928,Barton2009
YKL028W,0.32752,Barton2009
YKL022C,0.20731,Barton2009
YKL035W,0.51156,Barton2009
YKL032C,0.26399,Barton2009
YKL041W,0.12801,Barton2009
YKL034W,0.17881,Barton2009
YKL040C,0.30128,Barton2009
YKL020C,0.42959,Barton2009
YKL046C,0.06649,Barton2009
YKL042W,0.34567,Barton2009
YKL058W,0.02467,Barton2009
YKL043W,0.54808,Barton2009
YKL047W,0.53579,Barton2009
YKL051W,1.18479,Barton2009
YKL048C,0.57843,Barton2009
YKL060C,0.08869,Barton2009
YKL061W,0.41284,Barton2009
YKL033W,1.00657,Barton2009
YKL059C,0.18655,Barton2009
YKL015W,4.65557,Barton2009
YKL065C,0.26177,Barton2009
YKL067W,0.0995,Barton2009
YKL062W,0.39795,Barton2009
YKL077W,0.46541,Barton2009
YKL050C,1.03483,Barton2009
YKL075C,0.33209,Barton2009
YKL084W,0.45877,Barton2009
YKL038W,0.35476,Barton2009
YKL085W,0.07641,Barton2009
YKL080W,0.06158,Barton2009
YKL079W,0.50533,Barton2009
YKL087C,2.26813,Barton2009
YKL091C,0.12701,Barton2009
YKL073W,0.46178,Barton2009
YKL014C,2.56536,Barton2009
YKL082C,1.63236,Barton2009
YKL089W,0.29825,Barton2009
YKL088W,0.3553,Barton2009
YKL078W,0.24126,Barton2009
YKL094W,0.23323,Barton2009
YKL093W,0.55452,Barton2009
YKL096W,0.5889,Barton2009
YKL090W,0.61703,Barton2009
YKL095W,0.44951,Barton2009
YKL098W,0.53739,Barton2009
YKL103C,0.30689,Barton2009
YKL104C,0.04251,Barton2009
YKL068W,0.61036,Barton2009
YKL100C,0.27279,Barton2009
YKL110C,0.14169,Barton2009
YKL113C,0.07975,Barton2009
YKL092C,0.89545,Barton2009
YKL114C,0.2144,Barton2009
YKL109W,0.47982,Barton2009
YKL117W,0.10846,Barton2009
YKL119C,0.37357,Barton2009
YKL120W,0.07847,Barton2009
YKL116C,0.37308,Barton2009
YKL108W,0.82999,Barton2009
YKL122C,0.46947,Barton2009
YKL124W,0.29175,Barton2009
YKL112W,0.32064,Barton2009
YKL057C,16.9348,Barton2009
YKL127W,0.24141,Barton2009
YKL128C,0.42089,Barton2009
YKL130C,0.2077,Barton2009
YKL126W,0.07804,Barton2009
YKL138C,0.17253,Barton2009
YKL132C,0.61185,Barton2009
YKL133C,0.76617,Barton2009
YKL125W,0.17202,Barton2009
YKL142W,0.21219,Barton2009
YKL105C,1.36284,Barton2009
YKL121W,0.46747,Barton2009
YKL139W,0.37465,Barton2009
YKL134C,0.23578,Barton2009
YKL135C,0.18443,Barton2009
YKL141W,1.58643,Barton2009
YKL143W,0.5828,Barton2009
YKL150W,0.14536,Barton2009
YKL148C,0.06998,Barton2009
YKL144C,1.1896,Barton2009
YKL140W,0.21146,Barton2009
YKL151C,0.17557,Barton2009
YKL145W,1.58872,Barton2009
YKL149C,0.58026,Barton2009
YKL159C,0.53155,Barton2009
YKL146W,0.28253,Barton2009
YKL170W,0.04396,Barton2009
YKL163W,0.09935,Barton2009
YKL129C,0.2929,Barton2009
YKL172W,0.47094,Barton2009
YKL101W,0.57835,Barton2009
YKL183W,0.27604,Barton2009
YKL167C,0.35572,Barton2009
YKL178C,0.30556,Barton2009
YKL175W,0.39113,Barton2009
YKL174C,0.19203,Barton2009
YKL192C,0.15835,Barton2009
YKL171W,0.44952,Barton2009
YKL184W,0.33703,Barton2009
YKL193C,0.25191,Barton2009
YKL185W,0.38696,Barton2009
YKL194C,0.22405,Barton2009
YKL191W,0.35689,Barton2009
YKL189W,0.09323,Barton2009
YKL176C,0.28436,Barton2009
YKL187C,0.42056,Barton2009
YKL206C,0.33299,Barton2009
YKL208W,0.63009,Barton2009
YKL188C,0.29048,Barton2009
YKL211C,0.15533,Barton2009
YKL214C,0.45608,Barton2009
YKL173W,0.43686,Barton2009
YKL204W,0.39576,Barton2009
YKL212W,0.19049,Barton2009
YKL216W,0.07831,Barton2009
YKR003W,0.20925,Barton2009
YKR002W,0.08415,Barton2009
YKL210W,0.0952,Barton2009
YKR001C,0.07192,Barton2009
YKR007W,0.61055,Barton2009
YKL201C,0.40748,Barton2009
YKL205W,0.1595,Barton2009
YKR020W,0.81103,Barton2009
YKR008W,0.27181,Barton2009
YKR017C,0.17571,Barton2009
YKR016W,0.34312,Barton2009
YKR018C,0.12821,Barton2009
YKR019C,0.52891,Barton2009
YKR022C,0.8464,Barton2009
YKR030W,0.23487,Barton2009
YKR009C,0.2218,Barton2009
YKL215C,0.22706,Barton2009
YKR023W,0.65867,Barton2009
YKR015C,1.05555,Barton2009
YKR034W,0.51866,Barton2009
YKR043C,0.07815,Barton2009
YKR037C,1.32992,Barton2009
YKR046C,0.15532,Barton2009
YKR044W,0.45644,Barton2009
YKR029C,0.68371,Barton2009
YKR041W,1.06547,Barton2009
YKR039W,0.17281,Barton2009
YKR049C,0.42373,Barton2009
YKR021W,0.33923,Barton2009
YKR010C,1.31298,Barton2009
YKR051W,0.25599,Barton2009
YKR060W,0.29732,Barton2009
YKR028W,0.63234,Barton2009
YKR055W,0.26715,Barton2009
YKR059W,0.02549,Barton2009
YKR062W,0.08787,Barton2009
YKR053C,0.50575,Barton2009
YKR065C,0.30219,Barton2009
YKR063C,0.54934,Barton2009
YKR061W,0.3254,Barton2009
YKR066C,0.21623,Barton2009
YKR070W,0.22175,Barton2009
YKR071C,0.46236,Barton2009
YKR050W,0.50017,Barton2009
YKR074W,0.27525,Barton2009
YKR069W,0.2164,Barton2009
YKR067W,0.22108,Barton2009
YKR064W,0.55318,Barton2009
YKR083C,0.48906,Barton2009
YKR076W,0.26774,Barton2009
YKR077W,0.48695,Barton2009
YKR075C,0.55576,Barton2009
YKR068C,95.7009,Barton2009
YKR080W,0.09852,Barton2009
YKR081C,0.12169,Barton2009
YKR085C,0.47047,Barton2009
YKR088C,0.25476,Barton2009
YKR072C,0.39559,Barton2009
YKR078W,0.61914,Barton2009
YKR079C,0.34911,Barton2009
YKR084C,0.31235,Barton2009
YKR089C,0.21254,Barton2009
YLL002W,1.30587,Barton2009
YKR090W,0.7578,Barton2009
YKR082W,0.31976,Barton2009
YLL018C,2.80096,Barton2009
YLL027W,0.36891,Barton2009
YLL019C,0.17833,Barton2009
YLL022C,0.62226,Barton2009
YKR098C,0.58877,Barton2009
YLL004W,0.27907,Barton2009
YLL023C,0.24968,Barton2009
YLL028W,0.12805,Barton2009
YLL033W,0.55776,Barton2009
YLL005C,0.42709,Barton2009
YLL038C,0.20684,Barton2009
YLL029W,0.2492,Barton2009
YLL035W,0.39945,Barton2009
YLL036C,0.64463,Barton2009
YKR099W,4.19778,Barton2009
YLR003C,0.48362,Barton2009
YLR004C,0.53259,Barton2009
YLR002C,0.24488,Barton2009
YLL031C,0.41832,Barton2009
YLL032C,0.50458,Barton2009
YLL039C,4.41879,Barton2009
YLR009W,0.06086,Barton2009
YLR008C,0.23668,Barton2009
YLR007W,0.46766,Barton2009
YLR013W,0.83917,Barton2009
YLR005W,0.08832,Barton2009
YLR022C,0.23086,Barton2009
YLR001C,0.69138,Barton2009
YLR021W,0.44485,Barton2009
YLL054C,0.59902,Barton2009
YLR026C,0.15607,Barton2009
YLR023C,0.35495,Barton2009
YLR050C,0.31083,Barton2009
YLR040C,0.76568,Barton2009
YLR025W,2.03473,Barton2009
YLR049C,0.37669,Barton2009
YLR034C,0.16812,Barton2009
YLR051C,0.35806,Barton2009
YLR046C,1.11566,Barton2009
YLR058C,0.03668,Barton2009
YLL003W,24.6634,Barton2009
YLR059C,0.29072,Barton2009
YLR073C,0.26204,Barton2009
YLR074C,0.35547,Barton2009
YLR075W,0.06171,Barton2009
YLR055C,0.38049,Barton2009
YLR045C,0.3076,Barton2009
YLR035C,0.67266,Barton2009
YLR072W,0.36311,Barton2009
YLR077W,0.409,Barton2009
YLR091W,0.63482,Barton2009
YLR090W,0.63424,Barton2009
YLR089C,0.14482,Barton2009
YLL021W,1.37163,Barton2009
YLR094C,0.54649,Barton2009
YLR200W,0.27192,Barton2009
YLR092W,0.23981,Barton2009
YLR099C,0.60049,Barton2009
YLR201C,0.28061,Barton2009
YLR085C,5.73083,Barton2009
YLR116W,0.81845,Barton2009
YLR197W,0.06658,Barton2009
YLR196W,0.1901,Barton2009
YLR117C,0.45306,Barton2009
YLR204W,0.87505,Barton2009
YLR084C,0.50207,Barton2009
YLR208W,0.03383,Barton2009
YLR220W,0.1946,Barton2009
YLR210W,0.42591,Barton2009
YLR209C,0.11688,Barton2009
YLR207W,0.30942,Barton2009
YLR221C,0.59161,Barton2009
YLR014C,5.02378,Barton2009
YLR224W,0.43731,Barton2009
YLR219W,0.79068,Barton2009
YLL048C,2.28664,Barton2009
YLR243W,0.0575,Barton2009
YLR222C,0.26705,Barton2009
YLR250W,0.20775,Barton2009
YLR251W,0.2037,Barton2009
YLR254C,0.32869,Barton2009
YLR253W,0.1633,Barton2009
YLR225C,2.00009,Barton2009
YLR249W,0.06588,Barton2009
YLR262C,0.06572,Barton2009
YLR206W,50.2272,Barton2009
YLR259C,0.02461,Barton2009
YLR260W,0.35063,Barton2009
YLR268W,0.06567,Barton2009
YLR203C,88.7144,Barton2009
YLR271W,1.17896,Barton2009
YLR223C,0.43686,Barton2009
YLR057W,15.5815,Barton2009
YLR266C,0.6869,Barton2009
YLR285W,0.66004,Barton2009
YLR284C,0.41008,Barton2009
YLR293C,0.00469,Barton2009
YLR292C,0.15095,Barton2009
YLR295C,0.24925,Barton2009
YLR291C,0.04794,Barton2009
YLR298C,0.33436,Barton2009
YLR267W,0.92213,Barton2009
YLR297W,2.04518,Barton2009
YLR273C,0.90467,Barton2009
YLR308W,0.36241,Barton2009
YLR286C,1.01973,Barton2009
YLR258W,8.69986,Barton2009
YLR315W,0.67053,Barton2009
YLR323C,0.69978,Barton2009
YLR325C,0.01287,Barton2009
YLR312C,0.80697,Barton2009
YLR321C,0.18785,Barton2009
YLR327C,0.20789,Barton2009
YLR328W,0.12228,Barton2009
YLR314C,0.27143,Barton2009
YLR340W,0.10218,Barton2009
YLR324W,0.2316,Barton2009
YLR350W,0.14278,Barton2009
YLR348C,0.13126,Barton2009
YLR326W,0.39615,Barton2009
YLR319C,1.33657,Barton2009
YLR351C,0.11999,Barton2009
YLR309C,0.58719,Barton2009
YLR341W,1.72467,Barton2009
YLR354C,0.11949,Barton2009
YLR359W,0.04924,Barton2009
YLR336C,0.59943,Barton2009
YLR363C,0.1194,Barton2009
YLR355C,0.5098,Barton2009
YLR353W,0.76376,Barton2009
YLR356W,3.67737,Barton2009
YLR370C,0.19707,Barton2009
YLR362W,0.24555,Barton2009
YLR335W,0.75638,Barton2009
YLR372W,0.18106,Barton2009
YLR360W,0.58175,Barton2009
YLR369W,0.16322,Barton2009
YLR375W,0.141,Barton2009
YLR380W,0.20654,Barton2009
YLR378C,0.02633,Barton2009
YLR385C,0.61602,Barton2009
YLR337C,9.19488,Barton2009
YLR357W,2.08215,Barton2009
YLR390W,1.7607,Barton2009
YLR373C,0.30774,Barton2009
YLR395C,0.12995,Barton2009
YLR393W,0.37419,Barton2009
YLR404W,0.39402,Barton2009
YLR381W,0.55113,Barton2009
YLR394W,0.43053,Barton2009
YLR392C,0.34147,Barton2009
YLR382C,0.30409,Barton2009
YLR407W,0.25053,Barton2009
YLR405W,0.31052,Barton2009
YLR386W,0.12024,Barton2009
YLR383W,0.18126,Barton2009
YLR403W,0.32588,Barton2009
YLR408C,0.37088,Barton2009
YLR396C,0.36741,Barton2009
YLR421C,0.18617,Barton2009
YLR411W,0.11883,Barton2009
YLR418C,0.38766,Barton2009
YLR423C,0.43079,Barton2009
YLR412W,2.63076,Barton2009
YLR413W,0.44109,Barton2009
YLR441C,0.01206,Barton2009
YLR420W,2.05545,Barton2009
YLR431C,0.47629,Barton2009
YLR432W,0.10734,Barton2009
YLR439W,1.14646,Barton2009
YLR443W,0.32076,Barton2009
YLR433C,0.20885,Barton2009
YLR446W,0.37713,Barton2009
YLR440C,0.5811,Barton2009
YLR456W,0.52661,Barton2009
YLR429W,3.25606,Barton2009
YLR457C,0.49334,Barton2009
YLR419W,0.32998,Barton2009
YLR452C,0.43537,Barton2009
YLR453C,1.09335,Barton2009
YLR450W,0.15141,Barton2009
YML009C,0.0147,Barton2009
YML001W,0.00964,Barton2009
YLR442C,1.04145,Barton2009
YML012W,0.15277,Barton2009
YML004C,0.20781,Barton2009
YML015C,0.22098,Barton2009
YML018C,0.26027,Barton2009
YML005W,0.58281,Barton2009
YML021C,0.41118,Barton2009
YML022W,0.24428,Barton2009
YML013W,0.55192,Barton2009
YLR425W,6.44352,Barton2009
YML016C,0.15888,Barton2009
YML030W,0.14868,Barton2009
YLR422W,0.29754,Barton2009
YML020W,0.37517,Barton2009
YML019W,0.44622,Barton2009
YML014W,0.50888,Barton2009
YML031W,0.34711,Barton2009
YML042W,0.2782,Barton2009
YML035C,0.20875,Barton2009
YML037C,1.11619,Barton2009
YML041C,0.97551,Barton2009
YML048W,0.21662,Barton2009
YML046W,0.39153,Barton2009
YML043C,0.56148,Barton2009
YML047C,0.39853,Barton2009
YML052W,0.24285,Barton2009
YML060W,0.33258,Barton2009
YML051W,0.12123,Barton2009
YML064C,0.11678,Barton2009
YML063W,0.02062,Barton2009
YML053C,0.9432,Barton2009
YML062C,0.58573,Barton2009
YML050W,2.31037,Barton2009
YML066C,0.29226,Barton2009
YML068W,0.58252,Barton2009
YML061C,0.26573,Barton2009
YML069W,0.06763,Barton2009
YML079W,0.26699,Barton2009
YML071C,0.90002,Barton2009
YML087C,0.21416,Barton2009
YML078W,0.07752,Barton2009
YML077W,0.05699,Barton2009
YML092C,0.02809,Barton2009
YML080W,0.22205,Barton2009
YLR320W,24.5982,Barton2009
YML098W,0.25213,Barton2009
YML097C,0.45547,Barton2009
YML075C,0.16216,Barton2009
YML095C,0.40435,Barton2009
YML049C,0.47989,Barton2009
YML088W,0.39351,Barton2009
YML096W,0.41796,Barton2009
YML101C,1.08686,Barton2009
YML082W,0.25272,Barton2009
YML076C,0.48319,Barton2009
YML102W,0.36493,Barton2009
YML108W,0.21033,Barton2009
YML106W,0.02858,Barton2009
YML105C,0.1929,Barton2009
YML093W,0.33716,Barton2009
YML059C,0.28462,Barton2009
YML099C,0.28671,Barton2009
YML091C,0.28751,Barton2009
YML110C,0.17063,Barton2009
YML112W,0.33486,Barton2009
YML113W,0.49436,Barton2009
YML115C,0.21854,Barton2009
YML114C,0.45174,Barton2009
YML121W,0.07247,Barton2009
YML119W,0.64341,Barton2009
YML120C,0.06851,Barton2009
YML118W,0.67498,Barton2009
YML116W,0.4001,Barton2009
YMR003W,1.33033,Barton2009
YML126C,0.06587,Barton2009
YMR002W,0.13507,Barton2009
YML109W,0.66787,Barton2009
YMR005W,0.30061,Barton2009
YML111W,0.23945,Barton2009
YMR010W,0.15054,Barton2009
YMR006C,0.2077,Barton2009
YML117W,0.43066,Barton2009
YMR008C,0.19559,Barton2009
YMR009W,0.30323,Barton2009
YML103C,0.45418,Barton2009
YMR015C,0.08877,Barton2009
YMR004W,1.85676,Barton2009
YMR017W,0.78195,Barton2009
YMR022W,2.86063,Barton2009
YMR018W,0.83771,Barton2009
YMR024W,1.74376,Barton2009
YMR016C,0.69872,Barton2009
YMR027W,0.35453,Barton2009
YMR026C,0.50895,Barton2009
YMR035W,0.29851,Barton2009
YMR025W,3.20391,Barton2009
YMR021C,0.69333,Barton2009
YMR039C,0.31889,Barton2009
YMR029C,0.6478,Barton2009
YMR034C,0.23634,Barton2009
YMR041C,0.49183,Barton2009
YMR030W,1.18921,Barton2009
YMR032W,0.37278,Barton2009
YMR043W,0.15366,Barton2009
YMR040W,4.07078,Barton2009
YMR055C,0.06778,Barton2009
YMR042W,0.7527,Barton2009
YMR019W,0.8566,Barton2009
YMR048W,1.05274,Barton2009
YMR044W,0.58696,Barton2009
YMR060C,0.62022,Barton2009
YMR062C,0.15612,Barton2009
YMR063W,0.28402,Barton2009
YMR054W,0.17024,Barton2009
YMR061W,0.1905,Barton2009
YMR068W,0.35552,Barton2009
YMR067C,0.7755,Barton2009
YMR077C,0.96112,Barton2009
YMR056C,99.4001,Barton2009
YMR081C,0.64297,Barton2009
YMR053C,1.90848,Barton2009
YMR065W,0.81359,Barton2009
YMR058W,0.26499,Barton2009
YMR064W,0.85338,Barton2009
YMR083W,1.38226,Barton2009
YMR087W,0.22385,Barton2009
YMR047C,0.52195,Barton2009
YMR093W,0.09554,Barton2009
YLR106C,2.52289,Barton2009
YMR095C,0.42875,Barton2009
YMR090W,0.89672,Barton2009
YMR096W,0.19785,Barton2009
YMR012W,7.38907,Barton2009
YMR066W,0.64168,Barton2009
YMR092C,0.35072,Barton2009
YMR097C,0.42904,Barton2009
YMR099C,0.14909,Barton2009
YMR101C,0.32191,Barton2009
YMR107W,0.29288,Barton2009
YMR100W,0.32954,Barton2009
YMR086W,1.07817,Barton2009
YMR112C,0.25778,Barton2009
YMR094W,3.86446,Barton2009
YMR098C,0.92514,Barton2009
YMR117C,0.33843,Barton2009
YMR106C,0.40356,Barton2009
YMR113W,0.35943,Barton2009
YMR110C,0.46529,Barton2009
YMR104C,0.28343,Barton2009
YMR118C,0.73245,Barton2009
YMR108W,0.09964,Barton2009
YMR115W,0.36902,Barton2009
YMR114C,1.86316,Barton2009
YMR126C,0.28634,Barton2009
YMR132C,0.48821,Barton2009
YMR138W,0.45767,Barton2009
YMR148W,0.21916,Barton2009
YMR131C,0.11362,Barton2009
YMR146C,0.05246,Barton2009
YMR119W,0.63652,Barton2009
YMR127C,3.31704,Barton2009
YMR145C,0.13393,Barton2009
YMR147W,1.01247,Barton2009
YMR150C,0.19285,Barton2009
YMR109W,0.769,Barton2009
YMR149W,0.50943,Barton2009
YMR152W,0.37772,Barton2009
YMR157C,0.62406,Barton2009
YMR175W,0.44276,Barton2009
YMR178W,0.18369,Barton2009
YMR137C,1.41754,Barton2009
YMR156C,0.68718,Barton2009
YMR161W,0.10966,Barton2009
YMR155W,0.4342,Barton2009
YMR181C,0.25564,Barton2009
YMR183C,0.07951,Barton2009
YMR160W,0.39696,Barton2009
YMR154C,0.73492,Barton2009
YMR153W,0.73277,Barton2009
YMR182C,0.39548,Barton2009
YMR180C,1.19884,Barton2009
YMR179W,0.68246,Barton2009
YMR188C,0.25117,Barton2009
YMR136W,6.43171,Barton2009
YMR184W,0.65427,Barton2009
YMR187C,0.34547,Barton2009
YMR197C,0.11732,Barton2009
YMR193W,0.29269,Barton2009
YMR186W,0.04768,Barton2009
YMR200W,0.2136,Barton2009
YMR202W,0.18881,Barton2009
YMR203W,0.04036,Barton2009
YMR199W,0.17278,Barton2009
YMR189W,0.20014,Barton2009
YMR185W,0.66077,Barton2009
YMR204C,0.66351,Barton2009
YMR192W,0.81435,Barton2009
YMR208W,0.83078,Barton2009
YMR211W,0.50915,Barton2009
YMR198W,0.60717,Barton2009
YMR209C,0.61758,Barton2009
YMR206W,0.55031,Barton2009
YMR212C,0.24651,Barton2009
YMR205C,0.0507,Barton2009
YMR176W,1.83394,Barton2009
YMR220W,0.36939,Barton2009
YMR217W,0.03529,Barton2009
YMR221C,0.31126,Barton2009
YMR222C,0.75734,Barton2009
YMR213W,0.63914,Barton2009
YMR210W,2.94414,Barton2009
YMR223W,0.19894,Barton2009
YMR226C,0.27144,Barton2009
YMR233W,0.48337,Barton2009
YMR236W,0.16953,Barton2009
YMR235C,0.17352,Barton2009
YMR215W,3.09356,Barton2009
YMR224C,0.37578,Barton2009
YMR232W,0.4603,Barton2009
YMR218C,0.46589,Barton2009
YMR234W,0.58993,Barton2009
YMR237W,0.16305,Barton2009
YMR239C,0.39673,Barton2009
YMR238W,0.21305,Barton2009
YMR240C,0.84793,Barton2009
YMR252C,0.39232,Barton2009
YMR241W,0.07831,Barton2009
YMR243C,0.16787,Barton2009
YMR251W,0.49491,Barton2009
YMR256C,0.03355,Barton2009
YMR250W,0.23119,Barton2009
YMR255W,0.62346,Barton2009
YMR260C,0.0311,Barton2009
YMR253C,1.23019,Barton2009
YMR264W,0.23772,Barton2009
YMR263W,0.38385,Barton2009
YMR257C,0.54353,Barton2009
YMR262W,0.50746,Barton2009
YMR128W,51.3387,Barton2009
YMR258C,0.61775,Barton2009
YMR267W,0.3936,Barton2009
YMR265C,0.66365,Barton2009
YMR268C,0.63623,Barton2009
YMR274C,0.66381,Barton2009
YMR276W,0.2373,Barton2009
YMR261C,0.17884,Barton2009
YMR266W,0.36547,Barton2009
YMR279C,0.3511,Barton2009
YMR275C,0.27403,Barton2009
YMR277W,0.15248,Barton2009
YMR281W,0.57186,Barton2009
YMR273C,0.78714,Barton2009
YMR283C,0.43491,Barton2009
YMR286W,0.28299,Barton2009
YMR282C,0.67396,Barton2009
YMR247C,0.63334,Barton2009
YMR190C,55.2709,Barton2009
YMR129W,71.9756,Barton2009
YMR259C,0.53706,Barton2009
YMR290C,0.09309,Barton2009
YMR284W,0.62799,Barton2009
YMR298W,0.20346,Barton2009
YMR287C,0.45924,Barton2009
YMR294W,0.85719,Barton2009
YMR280C,0.49642,Barton2009
YMR289W,1.70456,Barton2009
YMR288W,0.24948,Barton2009
YMR295C,0.15151,Barton2009
YMR296C,0.19155,Barton2009
YMR300C,0.04141,Barton2009
YMR297W,0.09105,Barton2009
