cost_type,cost,gene
car-rel,0.010030098835982,YHR029C
nit-abs,6.3357722434868,YHR029C
nit-rel,0.013618769350249,YHR029C
phos-abs,-2.8230944693161e-05,YHR029C
phos-rel,-2.6094521689704e-08,YHR029C
sul-abs,0.14487707108711,YHR029C
sul-rel,3.9636203748923e-05,YHR029C
none-wei,133.0742168191,YHR030C
car-abs,5.0360700132425,YHR030C
car-rel,0.0097639387602335,YHR030C
nit-abs,6.9389449892711,YHR030C
nit-rel,0.013353990196213,YHR030C
phos-abs,-2.4123886114645e-05,YHR030C
phos-rel,-1.7768490176234e-08,YHR030C
sul-abs,0.21881192115804,YHR030C
sul-rel,7.0095184607672e-05,YHR030C
none-wei,128.31421351778,YHR032W
car-abs,4.8654995795801,YHR032W
car-rel,0.0096509104505355,YHR032W
nit-abs,6.5547616915618,YHR032W
nit-rel,0.013258606058179,YHR032W
phos-abs,-4.3973737772682e-05,YHR032W
phos-rel,-2.0263392106858e-08,YHR032W
sul-abs,0.28367014773146,YHR032W
sul-rel,8.5222216552806e-05,YHR032W
none-wei,132.31409882986,YHR034C
car-abs,4.9959086753348,YHR034C
car-rel,0.010123617973702,YHR034C
nit-abs,6.9979856373161,YHR034C
nit-rel,0.014253892759703,YHR034C
phos-abs,-5.3975034453222e-05,YHR034C
phos-rel,-4.4165443138997e-08,YHR034C
sul-abs,0.23196091082461,YHR034C
sul-rel,5.9842098499668e-05,YHR034C
none-wei,131.05310016745,YHR036W
car-abs,4.8385535699909,YHR036W
car-rel,0.0096357589656829,YHR036W
nit-abs,6.633078109363,YHR036W
nit-rel,0.013192326861558,YHR036W
phos-abs,-2.4928477539522e-05,YHR036W
phos-rel,-3.7317929423728e-08,YHR036W
sul-abs,0.12356199349929,YHR036W
sul-rel,3.7112554295763e-05,YHR036W
none-wei,130.009259962,YHR037W
car-abs,4.9589439263551,YHR037W
car-rel,0.0099854723275032,YHR037W
nit-abs,6.6096930006276,YHR037W
nit-rel,0.013827866055679,YHR037W
phos-abs,-1.0972657717147e-05,YHR037W
phos-rel,-2.1753532964529e-08,YHR037W
sul-abs,0.13977527076284,YHR037W
sul-rel,5.3853103472571e-05,YHR037W
none-wei,131.8275687508,YHR038W
car-abs,4.9992530102315,YHR038W
car-rel,0.011254157381051,YHR038W
nit-abs,7.0355927384418,YHR038W
nit-rel,0.015476645174963,YHR038W
phos-abs,-7.0466050898255e-06,YHR038W
phos-rel,-2.3800996200971e-08,YHR038W
sul-abs,0.060536803873339,YHR038W
sul-rel,2.3669647919248e-05,YHR038W
none-wei,129.50852226645,YHR046C
car-abs,4.8713924686787,YHR046C
car-rel,0.0096233773041296,YHR046C
nit-abs,6.4418171268398,YHR046C
nit-rel,0.013308438525626,YHR046C
phos-abs,-4.4636841308386e-05,YHR046C
phos-rel,-3.3049158256033e-08,YHR046C
sul-abs,0.23616188601042,YHR046C
sul-rel,6.7399368753421e-05,YHR046C
none-wei,133.42291969427,YHR049W
car-abs,5.3061340074965,YHR049W
car-rel,0.010356165292119,YHR049W
nit-abs,6.9174871977481,YHR049W
nit-rel,0.013973164138096,YHR049W
phos-abs,-2.352460477108e-05,YHR049W
phos-rel,-2.0144082345544e-08,YHR049W
sul-abs,0.15741789408238,YHR049W
sul-rel,4.7339136545934e-05,YHR049W
none-wei,129.15411910245,YHR058C
car-abs,4.7289082358115,YHR058C
car-rel,0.0089282750628614,YHR058C
nit-abs,6.6573928510864,YHR058C
nit-rel,0.012700253022199,YHR058C
phos-abs,8.8668890036059e-06,YHR058C
phos-rel,-1.0064041558966e-08,YHR058C
sul-abs,0.22005405705231,YHR058C
sul-rel,0.00011156283967061,YHR058C
none-wei,136.20109517024,YHR059W
car-abs,5.3473717295207,YHR059W
car-rel,0.010319453811882,YHR059W
nit-abs,7.7586469320151,YHR059W
nit-rel,0.01495996640319,YHR059W
phos-abs,-1.1026268422344e-05,YHR059W
phos-rel,-1.1029419611807e-08,YHR059W
sul-abs,0.11647196596289,YHR059W
sul-rel,3.7725164524863e-05,YHR059W
none-wei,133.13297959169,YHR060W
car-abs,4.9299986045808,YHR060W
car-rel,0.010068240794377,YHR060W
nit-abs,7.0149913181861,YHR060W
nit-rel,0.014232463276888,YHR060W
phos-abs,-1.5103732854035e-06,YHR060W
phos-rel,-1.9933546025035e-08,YHR060W
sul-abs,0.21461620286995,YHR060W
sul-rel,9.7320894662288e-05,YHR060W
none-wei,130.78251167226,YHR061C
car-abs,4.7502350097166,YHR061C
car-rel,0.0093175953029302,YHR061C
nit-abs,6.9099133380902,YHR061C
nit-rel,0.013218278254362,YHR061C
phos-abs,-1.8738196224554e-05,YHR061C
phos-rel,-3.7722651173416e-08,YHR061C
sul-abs,0.19075829872838,YHR061C
sul-rel,8.5585692326722e-05,YHR061C
none-wei,128.08415573693,YHR062C
car-abs,4.7688999326563,YHR062C
car-rel,0.0099493335334921,YHR062C
nit-abs,6.9787594238646,YHR062C
nit-rel,0.014202522008629,YHR062C
phos-abs,-2.7812941952814e-05,YHR062C
phos-rel,-2.1443904370061e-08,YHR062C
sul-abs,0.17083263906917,YHR062C
sul-rel,5.6501139511457e-05,YHR062C
none-wei,131.02666934373,YHR063C
car-abs,4.9641823686836,YHR063C
car-rel,0.010063580672888,YHR063C
nit-abs,6.7906338885466,YHR063C
nit-rel,0.013705949529257,YHR063C
phos-abs,-3.8117454853997e-05,YHR063C
phos-rel,-2.7457527276029e-08,YHR063C
sul-abs,0.2401395288115,YHR063C
sul-rel,7.7172514225638e-05,YHR063C
none-wei,132.20013422704,YHR066W
car-abs,4.8920653303901,YHR066W
car-rel,0.010658926459971,YHR066W
nit-abs,7.3043907930563,YHR066W
nit-rel,0.015410001621617,YHR066W
phos-abs,-1.8057164579459e-05,YHR066W
phos-rel,-4.4613088917384e-08,YHR066W
sul-abs,0.14285889851205,YHR066W
sul-rel,6.2731885382256e-05,YHR066W
none-wei,135.38161958967,YHR067W
car-abs,5.2712697088718,YHR067W
car-rel,0.0099962994859587,YHR067W
nit-abs,7.2105525050844,YHR067W
nit-rel,0.013537829804305,YHR067W
phos-abs,-3.8621051001846e-05,YHR067W
phos-rel,-1.5455795711129e-08,YHR067W
sul-abs,0.22343051670117,YHR067W
sul-rel,5.9833813319423e-05,YHR067W
none-wei,128.91278371885,YHR068W
car-abs,4.8294548295265,YHR068W
car-rel,0.0099567917487837,YHR068W
nit-abs,6.5449796018674,YHR068W
nit-rel,0.014020229250813,YHR068W
phos-abs,-3.6979405044757e-05,YHR068W
phos-rel,-3.9015858198531e-08,YHR068W
sul-abs,0.28857747869104,YHR068W
sul-rel,0.00010641377696639,YHR068W
none-wei,127.81275701127,YHR069C
car-abs,4.635566078725,YHR069C
car-rel,0.0092213181556277,YHR069C
nit-abs,6.8754085318864,YHR069C
nit-rel,0.013593500666369,YHR069C
phos-abs,-2.1781395267363e-05,YHR069C
phos-rel,-3.5134538998854e-08,YHR069C
sul-abs,0.18986037238746,YHR069C
sul-rel,7.7927671497491e-05,YHR069C
none-wei,132.35634453423,YHR073W
car-abs,4.9485204803335,YHR073W
car-rel,0.0098879822589051,YHR073W
nit-abs,7.1209864310913,YHR073W
nit-rel,0.014082039534816,YHR073W
phos-abs,-1.5198058569346e-05,YHR073W
phos-rel,-3.207753061436e-08,YHR073W
sul-abs,0.091633326245468,YHR073W
sul-rel,3.3209762066538e-05,YHR073W
none-wei,130.98098758088,YHR074W
car-abs,4.97842247613,YHR074W
car-rel,0.0098186944667133,YHR074W
nit-abs,6.8093936924173,YHR074W
nit-rel,0.013607918671865,YHR074W
phos-abs,-4.8779488170386e-05,YHR074W
phos-rel,-2.9804178910101e-08,YHR074W
sul-abs,0.278467786834,YHR074W
sul-rel,8.2494921803067e-05,YHR074W
none-wei,130.34817558289,YHR075C
car-abs,4.9427824905515,YHR075C
car-rel,0.0099486511279247,YHR075C
nit-abs,6.7836498260498,YHR075C
nit-rel,0.013693843894798,YHR075C
phos-abs,-1.6484401811709e-05,YHR075C
phos-rel,-2.4921306638614e-08,YHR075C
sul-abs,0.11935441573062,YHR075C
sul-rel,4.1210976993791e-05,YHR075C
none-wei,133.03491699329,YHR078W
car-abs,5.2608396054176,YHR078W
car-rel,0.010303204438344,YHR078W
nit-abs,6.4030498509812,YHR078W
nit-rel,0.012754224946061,YHR078W
phos-abs,-1.3713777332358e-05,YHR078W
phos-rel,-1.1318916245313e-08,YHR078W
sul-abs,0.16739193398794,YHR078W
sul-rel,5.9957255305244e-05,YHR078W
none-wei,131.8278123956,YHR083W
car-abs,5.0048640345969,YHR083W
car-rel,0.010209121726037,YHR083W
nit-abs,6.7912435894124,YHR083W
nit-rel,0.013676969113481,YHR083W
phos-abs,-4.6500830645509e-05,YHR083W
phos-rel,-2.4363670514458e-08,YHR083W
sul-abs,0.27176040559583,YHR083W
sul-rel,7.9196432660201e-05,YHR083W
none-wei,131.38659791059,YHR084W
car-abs,4.8883705778524,YHR084W
car-rel,0.009374256653584,YHR084W
nit-abs,6.7106967921867,YHR084W
nit-rel,0.012990687590287,YHR084W
phos-abs,-1.2449687350038e-05,YHR084W
phos-rel,-2.0975327220919e-08,YHR084W
sul-abs,0.18132794404552,YHR084W
sul-rel,7.1301463938914e-05,YHR084W
none-wei,131.38205324999,YHR085W
car-abs,4.9814441510101,YHR085W
car-rel,0.010416744035363,YHR085W
nit-abs,7.1086383107883,YHR085W
nit-rel,0.014499199667115,YHR085W
phos-abs,-2.8987467017337e-05,YHR085W
phos-rel,-1.6779666637914e-08,YHR085W
sul-abs,0.15370692399525,YHR085W
sul-rel,3.9872791596834e-05,YHR085W
none-wei,126.99509382072,YHR086W
car-abs,4.5872392276116,YHR086W
car-rel,0.0083933320932599,YHR086W
nit-abs,6.8090322835859,YHR086W
nit-rel,0.012407365949791,YHR086W
phos-abs,-1.031710274314e-05,YHR086W
phos-rel,-1.1389713108798e-08,YHR086W
sul-abs,0.19114684534844,YHR086W
sul-rel,7.9088526560345e-05,YHR086W
none-wei,126.32453636651,YHR087W
car-abs,4.5980103542139,YHR087W
car-rel,0.010465385694359,YHR087W
nit-abs,6.2116805025049,YHR087W
nit-rel,0.014457040197879,YHR087W
phos-abs,-1.0884769931959e-05,YHR087W
phos-rel,-4.5355306652537e-08,YHR087W
sul-abs,0.045043385971658,YHR087W
sul-rel,2.283120236251e-05,YHR087W
none-wei,136.7773604993,YHR088W
car-abs,5.3415667690978,YHR088W
car-rel,0.010751438717241,YHR088W
nit-abs,7.6080811355288,YHR088W
nit-rel,0.015037095785567,YHR088W
phos-abs,-1.3811197389478e-05,YHR088W
phos-rel,-3.0193529627955e-08,YHR088W
sul-abs,0.10620123824394,YHR088W
sul-rel,4.3095573251786e-05,YHR088W
none-wei,131.85757681664,YHR090C
car-abs,4.8526981684333,YHR090C
car-rel,0.010316746452648,YHR090C
nit-abs,7.0098595923566,YHR090C
nit-rel,0.014641492555421,YHR090C
phos-abs,-7.0167040519209e-05,YHR090C
phos-rel,-5.1133957190126e-08,YHR090C
sul-abs,0.24564028103876,YHR090C
sul-rel,5.197572306808e-05,YHR090C
none-wei,132.5478568699,YHR091C
car-abs,5.0989618119986,YHR091C
car-rel,0.0099820127974261,YHR091C
nit-abs,7.0601093421071,YHR091C
nit-rel,0.013822579330442,YHR091C
phos-abs,-1.3266040371758e-05,YHR091C
phos-rel,-1.8928527378181e-08,YHR091C
sul-abs,0.18690318377598,YHR091C
sul-rel,7.4809314033952e-05,YHR091C
none-wei,130.99082150376,YHR094C
car-abs,5.1672747938257,YHR094C
car-rel,0.0090861157532536,YHR094C
nit-abs,6.5525370999386,YHR094C
nit-rel,0.012192587542507,YHR094C
phos-abs,-6.029533540929e-05,YHR094C
phos-rel,-9.7981822147474e-09,YHR094C
sul-abs,0.38916496764082,YHR094C
sul-rel,0.00011056380624849,YHR094C
none-wei,129.74578546833,YHR096C
car-abs,4.9995610518633,YHR096C
car-rel,0.0093299488407619,YHR096C
nit-abs,6.3830543949797,YHR096C
nit-rel,0.012621083205738,YHR096C
phos-abs,-3.4614734464125e-05,YHR096C
phos-rel,-1.2642306243913e-08,YHR096C
sul-abs,0.30113445923389,YHR096C
sul-rel,9.6793431980265e-05,YHR096C
none-wei,130.90640671189,YHR100C
car-abs,5.08118112345,YHR100C
car-rel,0.010122336632874,YHR100C
nit-abs,6.5839088259517,YHR100C
nit-rel,0.013264190667227,YHR100C
phos-abs,-3.483475954294e-05,YHR100C
phos-rel,-2.5941404626369e-08,YHR100C
sul-abs,0.17802198324011,YHR100C
sul-rel,5.4491865825331e-05,YHR100C
none-wei,126.60223456743,YHR102W
car-abs,4.52647518385,YHR102W
car-rel,0.008945176469729,YHR102W
nit-abs,6.7993126450495,YHR102W
nit-rel,0.013131785121165,YHR102W
phos-abs,-2.2780845543751e-05,YHR102W
phos-rel,-2.8777822493912e-08,YHR102W
sul-abs,0.14411848279246,YHR102W
sul-rel,5.6320979131481e-05,YHR102W
none-wei,131.530346992,YHR103W
car-abs,4.8563287293005,YHR103W
car-rel,0.0096751113295588,YHR103W
nit-abs,6.983862786544,YHR103W
nit-rel,0.013673752762019,YHR103W
phos-abs,-2.180214817703e-05,YHR103W
phos-rel,-3.0873673987625e-08,YHR103W
sul-abs,0.16491336056052,YHR103W
sul-rel,6.1761795677996e-05,YHR103W
none-wei,131.51324266906,YHR104W
car-abs,5.1006529841583,YHR104W
car-rel,0.010352061035408,YHR104W
nit-abs,6.7331934427267,YHR104W
nit-rel,0.013793212686849,YHR104W
phos-abs,-3.7387975257301e-05,YHR104W
phos-rel,-2.777677104653e-08,YHR104W
sul-abs,0.15802360038192,YHR104W
sul-rel,3.7396315478123e-05,YHR104W
none-wei,133.10311472527,YHR105W
car-abs,5.034894179518,YHR105W
car-rel,0.0099046395272321,YHR105W
nit-abs,7.1398042964044,YHR105W
nit-rel,0.013806565437454,YHR105W
phos-abs,-2.3038570841659e-05,YHR105W
phos-rel,-2.6701414109878e-08,YHR105W
sul-abs,0.095732201590446,YHR105W
sul-rel,2.113522201006e-05,YHR105W
none-wei,126.42226254663,YHR106W
car-abs,4.676123125262,YHR106W
car-rel,0.00973837844199,YHR106W
nit-abs,6.6184124877287,YHR106W
nit-rel,0.014135151611828,YHR106W
phos-abs,-2.3185021677455e-05,YHR106W
phos-rel,-2.6931099805169e-08,YHR106W
sul-abs,0.20655897858345,YHR106W
sul-rel,7.7474390587538e-05,YHR106W
none-wei,132.56363882304,YHR107C
car-abs,4.984876642356,YHR107C
car-rel,0.010303597269735,YHR107C
nit-abs,7.3024293304368,YHR107C
nit-rel,0.014808808360849,YHR107C
phos-abs,-7.846103552232e-06,YHR107C
phos-rel,-2.6280741741165e-08,YHR107C
sul-abs,0.098281932603306,YHR107C
sul-rel,3.8988039046583e-05,YHR107C
none-wei,128.09963318442,YHR108W
car-abs,4.7034784506778,YHR108W
car-rel,0.0099918786363065,YHR108W
nit-abs,6.734552350174,YHR108W
nit-rel,0.013959117514843,YHR108W
phos-abs,-1.2162451631235e-05,YHR108W
phos-rel,-2.6432144903671e-08,YHR108W
sul-abs,0.10818434943925,YHR108W
sul-rel,4.3594944317653e-05,YHR108W
none-wei,134.56477097461,YHR109W
car-abs,5.2041944790828,YHR109W
car-rel,0.010259581871842,YHR109W
nit-abs,6.7375304549932,YHR109W
nit-rel,0.013303901268572,YHR109W
phos-abs,-2.1884997944018e-05,YHR109W
phos-rel,-2.8875987605697e-08,YHR109W
sul-abs,0.15203213637115,YHR109W
sul-rel,5.2577272147537e-05,YHR109W
none-wei,132.732088053,YHR110W
car-abs,5.0698846331183,YHR110W
car-rel,0.010416287164432,YHR110W
nit-abs,6.9028210774908,YHR110W
nit-rel,0.014096005858726,YHR110W
phos-abs,-3.8064303952736e-05,YHR110W
phos-rel,-2.9681802233043e-08,YHR110W
sul-abs,0.18442233056295,YHR110W
sul-rel,4.9270466104907e-05,YHR110W
none-wei,129.88692583604,YHR111W
car-abs,4.8539344194261,YHR111W
car-rel,0.0097414987915809,YHR111W
nit-abs,6.7892385916276,YHR111W
nit-rel,0.013547665878286,YHR111W
phos-abs,-5.719894155308e-05,YHR111W
phos-rel,-2.9471003207744e-08,YHR111W
sul-abs,0.25627852102363,YHR111W
sul-rel,6.3519299413002e-05,YHR111W
none-wei,130.94530399867,YHR112C
car-abs,4.9587969992842,YHR112C
car-rel,0.010119711906494,YHR112C
nit-abs,6.7418957982744,YHR112C
nit-rel,0.013952032312989,YHR112C
phos-abs,-3.2723632218297e-05,YHR112C
phos-rel,-3.3750451167158e-08,YHR112C
sul-abs,0.17219135464858,YHR112C
sul-rel,5.4439564786736e-05,YHR112C
none-wei,128.54303380227,YHR113W
car-abs,4.8414277592484,YHR113W
car-rel,0.010124842642227,YHR113W
nit-abs,6.7405162597189,YHR113W
nit-rel,0.014112487476621,YHR113W
phos-abs,-2.5650063976544e-05,YHR113W
phos-rel,-3.5578724146483e-08,YHR113W
sul-abs,0.10709132441703,YHR113W
sul-rel,3.4049672840943e-05,YHR113W
none-wei,130.14104485737,YHR114W
car-abs,4.7514347439685,YHR114W
car-rel,0.0099188845534148,YHR114W
nit-abs,6.7876297096349,YHR114W
nit-rel,0.014180342391925,YHR114W
phos-abs,-2.0668277348523e-05,YHR114W
phos-rel,-3.9162165005447e-08,YHR114W
sul-abs,0.11878093867562,YHR114W
sul-rel,4.5341020961127e-05,YHR114W
none-wei,133.73616862681,YHR118C
car-abs,5.0416726339823,YHR118C
car-rel,0.010214881751226,YHR118C
nit-abs,7.117961327783,YHR118C
nit-rel,0.014238424163282,YHR118C
phos-abs,-4.7906101616295e-05,YHR118C
phos-rel,-3.6727073155898e-08,YHR118C
sul-abs,0.26591698081919,YHR118C
sul-rel,8.0883242788852e-05,YHR118C
none-wei,131.93717826867,YHR120W
car-abs,5.0089027945018,YHR120W
car-rel,0.010324605199561,YHR120W
nit-abs,6.9403550856056,YHR120W
nit-rel,0.01417575550338,YHR120W
phos-abs,-2.5625696118066e-05,YHR120W
phos-rel,-2.36051720395e-08,YHR120W
sul-abs,0.17201274657971,YHR120W
sul-rel,5.5037007051586e-05,YHR120W
none-wei,131.79827623826,YHR121W
car-abs,5.0038782128676,YHR121W
car-rel,0.010439552108379,YHR121W
nit-abs,6.9773127254955,YHR121W
nit-rel,0.014334906933034,YHR121W
phos-abs,-6.0160712574874e-06,YHR121W
phos-rel,-2.0220606121765e-08,YHR121W
sul-abs,0.060640270029615,YHR121W
sul-rel,1.8947331868452e-05,YHR121W
none-wei,130.41848543506,YHR122W
car-abs,4.7270093335734,YHR122W
car-rel,0.010620765447983,YHR122W
nit-abs,6.7224661034423,YHR122W
nit-rel,0.014254515749595,YHR122W
phos-abs,-3.8980145014545e-05,YHR122W
phos-rel,-5.6169043392882e-08,YHR122W
sul-abs,0.1415038557577,YHR122W
sul-rel,4.3099456720691e-05,YHR122W
none-wei,133.13502227639,YHR124W
car-abs,5.0567790889439,YHR124W
car-rel,0.010037368166593,YHR124W
nit-abs,7.1260926569054,YHR124W
nit-rel,0.013944782703954,YHR124W
phos-abs,-2.8411654872848e-05,YHR124W
phos-rel,-3.0707423757798e-08,YHR124W
sul-abs,0.16806010841851,YHR124W
sul-rel,5.5618123175803e-05,YHR124W
none-wei,123.3359316708,YHR126C
car-abs,4.3704102092914,YHR126C
car-rel,0.0090251372759108,YHR126C
nit-abs,6.1090405835641,YHR126C
nit-rel,0.012772372343023,YHR126C
phos-abs,-6.1441219075904e-06,YHR126C
phos-rel,-1.8718654006907e-08,YHR126C
sul-abs,0.074250437160561,YHR126C
sul-rel,2.7982881646163e-05,YHR126C
none-wei,129.35340929031,YHR127W
car-abs,4.7323786299676,YHR127W
car-rel,0.009781482278413,YHR127W
nit-abs,7.6972758881748,YHR127W
nit-rel,0.015225176744025,YHR127W
phos-abs,-5.2113891519934e-06,YHR127W
phos-rel,-2.5366562883848e-08,YHR127W
sul-abs,0.086038520659992,YHR127W
sul-rel,4.3617041237204e-05,YHR127W
none-wei,129.85119664669,YHR129C
car-abs,4.8843467039987,YHR129C
car-rel,0.0098849912216489,YHR129C
nit-abs,6.5511746555567,YHR129C
nit-rel,0.0135393141173,YHR129C
phos-abs,-2.4377183986883e-05,YHR129C
phos-rel,-2.4947158237347e-08,YHR129C
sul-abs,0.2475284132306,YHR129C
sul-rel,9.1132788368022e-05,YHR129C
none-wei,133.84039107075,YHR132C
car-abs,5.1957657883565,YHR132C
car-rel,0.0098426551113435,YHR132C
nit-abs,6.7891490150381,YHR132C
nit-rel,0.01330347139844,YHR132C
phos-abs,-3.2077675172696e-05,YHR132C
phos-rel,-3.2447181072897e-08,YHR132C
sul-abs,0.17362428754491,YHR132C
sul-rel,5.1012218399542e-05,YHR132C
none-wei,128.77788935622,YHR133C
car-abs,5.0426823998967,YHR133C
car-rel,0.010176423831033,YHR133C
nit-abs,6.3217576938133,YHR133C
nit-rel,0.013269639690606,YHR133C
phos-abs,-1.335469246947e-05,YHR133C
phos-rel,-6.6356703396893e-09,YHR133C
sul-abs,0.15683731887487,YHR133C
sul-rel,5.2164902417023e-05,YHR133C
none-wei,131.67637259794,YHR134W
car-abs,4.939873282726,YHR134W
car-rel,0.0098990463338717,YHR134W
nit-abs,7.328147205241,YHR134W
nit-rel,0.014455802008832,YHR134W
phos-abs,-2.7934447129736e-05,YHR134W
phos-rel,-3.5212637607745e-08,YHR134W
sul-abs,0.25707300799714,YHR134W
sul-rel,0.00010474121117035,YHR134W
none-wei,135.27606470744,YHR136C
car-abs,5.0265213187536,YHR136C
car-rel,0.0093909924236747,YHR136C
nit-abs,7.5499152119954,YHR136C
nit-rel,0.013913824508005,YHR136C
phos-abs,-1.7679570758844e-05,YHR136C
phos-rel,-3.631487361382e-08,YHR136C
sul-abs,0.16426571026792,YHR136C
sul-rel,6.4901971956955e-05,YHR136C
none-wei,132.00900869658,YHR137W
car-abs,5.0614394026007,YHR137W
car-rel,0.0097658952300515,YHR137W
nit-abs,6.6072032260385,YHR137W
nit-rel,0.013078596616627,YHR137W
phos-abs,-1.3290364395447e-05,YHR137W
phos-rel,-2.0866251346017e-08,YHR137W
sul-abs,0.23128524950389,YHR137W
sul-rel,9.5513431092986e-05,YHR137W
none-wei,129.72829211842,YHR138C
car-abs,4.9114282934955,YHR138C
car-rel,0.010206127209434,YHR138C
nit-abs,6.3294970302871,YHR138C
nit-rel,0.013363942290942,YHR138C
phos-abs,-3.6484961249312e-05,YHR138C
phos-rel,-3.6222226056976e-08,YHR138C
sul-abs,0.20961591345728,YHR138C
sul-rel,7.285784025188e-05,YHR138C
none-wei,120.15012846428,YHR139C
car-abs,4.1768622797871,YHR139C
car-rel,0.0081549652498815,YHR139C
nit-abs,5.9520332116544,YHR139C
nit-rel,0.011820386250812,YHR139C
phos-abs,-7.6163756279374e-07,YHR139C
phos-rel,-2.546195485612e-09,YHR139C
sul-abs,0.044634732668702,YHR139C
sul-rel,1.0801032041386e-05,YHR139C
none-wei,120.25532353502,YHR143W
car-abs,4.0059918936162,YHR143W
car-rel,0.008256981944323,YHR143W
nit-abs,5.5736659598826,YHR143W
nit-rel,0.011750062768155,YHR143W
phos-abs,-7.3845422217706e-06,YHR143W
phos-rel,-2.2958940222857e-08,YHR143W
sul-abs,0.060736034521988,YHR143W
sul-rel,2.4509286401304e-05,YHR143W
none-wei,132.02206721673,YHR144C
car-abs,4.9816620349884,YHR144C
car-rel,0.0099046022581975,YHR144C
nit-abs,7.1157433360051,YHR144C
nit-rel,0.013841787617145,YHR144C
phos-abs,-8.647860011607e-05,YHR144C
phos-rel,-3.3256449127759e-08,YHR144C
sul-abs,0.34924243154559,YHR144C
sul-rel,7.810837396128e-05,YHR144C
none-wei,128.29544075297,YHR146W
car-abs,4.6616012456506,YHR146W
car-rel,0.010575490209556,YHR146W
nit-abs,6.6536608672241,YHR146W
nit-rel,0.014975685931859,YHR146W
phos-abs,-1.5864480474546e-05,YHR146W
phos-rel,-4.6187001302383e-08,YHR146W
sul-abs,0.044952235703562,YHR146W
sul-rel,1.5285312676961e-05,YHR146W
none-wei,129.15260970927,YHR147C
car-abs,4.9371870561181,YHR147C
car-rel,0.010365838283416,YHR147C
nit-abs,7.0139743724716,YHR147C
nit-rel,0.014437636896499,YHR147C
phos-abs,-7.3877943540772e-06,YHR147C
phos-rel,-1.6711731134966e-08,YHR147C
sul-abs,0.10598641395933,YHR147C
sul-rel,4.3425166733904e-05,YHR147C
none-wei,137.47902441806,YHR148W
car-abs,5.3493169181334,YHR148W
car-rel,0.010396973002203,YHR148W
nit-abs,7.9067989229505,YHR148W
nit-rel,0.01501733459732,YHR148W
phos-abs,-2.60974296776e-05,YHR148W
phos-rel,-2.4444331675993e-08,YHR148W
sul-abs,0.24046845589761,YHR148W
sul-rel,9.2277193459461e-05,YHR148W
none-wei,129.14926973122,YHR149C
car-abs,4.5965013605244,YHR149C
car-rel,0.0088027168584315,YHR149C
nit-abs,6.8836287764526,YHR149C
nit-rel,0.013010652991959,YHR149C
phos-abs,-5.520808395543e-06,YHR149C
phos-rel,-2.570408842616e-08,YHR149C
sul-abs,0.10597567178671,YHR149C
sul-rel,4.5480720506585e-05,YHR149C
none-wei,131.2196335648,YHR151C
car-abs,4.9625117632024,YHR151C
car-rel,0.0092187847266993,YHR151C
nit-abs,6.6235976490107,YHR151C
nit-rel,0.012385139915447,YHR151C
phos-abs,-3.0328967432952e-05,YHR151C
phos-rel,-1.9420206319117e-08,YHR151C
sul-abs,0.18925867446962,YHR151C
sul-rel,5.5317791726051e-05,YHR151C
none-wei,132.50234840227,YHR152W
car-abs,4.8536943858084,YHR152W
car-rel,0.009948568001678,YHR152W
nit-abs,7.3935118213944,YHR152W
nit-rel,0.014660140893798,YHR152W
phos-abs,-2.3218409326808e-05,YHR152W
phos-rel,-3.7672392284196e-08,YHR152W
sul-abs,0.14365706022649,YHR152W
sul-rel,6.0846248229842e-05,YHR152W
none-wei,135.19719787598,YHR153C
car-abs,5.1829937821627,YHR153C
car-rel,0.010297610106063,YHR153C
nit-abs,6.926749765873,YHR153C
nit-rel,0.013556849830347,YHR153C
phos-abs,-7.2717467548955e-06,YHR153C
phos-rel,-3.049371243069e-08,YHR153C
sul-abs,0.14994777903412,YHR153C
sul-rel,6.4993987051561e-05,YHR153C
none-wei,132.51879734288,YHR154W
car-abs,5.0352029364737,YHR154W
car-rel,0.010140872814652,YHR154W
nit-abs,6.8151485190904,YHR154W
nit-rel,0.013619198589306,YHR154W
phos-abs,-2.9316969511549e-05,YHR154W
phos-rel,-2.8876087617754e-08,YHR154W
sul-abs,0.14271205011763,YHR154W
sul-rel,4.0795023568865e-05,YHR154W
none-wei,135.90455388215,YHR156C
car-abs,5.0443228436055,YHR156C
car-rel,0.010283983402325,YHR156C
nit-abs,7.0598226576875,YHR156C
nit-rel,0.014225425402977,YHR156C
phos-abs,-2.5571619312744e-05,YHR156C
phos-rel,-6.8276988846133e-08,YHR156C
sul-abs,0.12819425529067,YHR156C
sul-rel,5.876065071141e-05,YHR156C
none-wei,132.33517017365,YHR157W
car-abs,4.894277916352,YHR157W
car-rel,0.0095872650694218,YHR157W
nit-abs,6.9001999775569,YHR157W
nit-rel,0.013199400378774,YHR157W
phos-abs,-3.6443641804832e-05,YHR157W
phos-rel,-2.6724213393151e-08,YHR157W
sul-abs,0.22942013484919,YHR157W
sul-rel,7.2707128410332e-05,YHR157W
none-wei,130.45671723748,YHR158C
car-abs,4.7738432511938,YHR158C
car-rel,0.0097960522265083,YHR158C
nit-abs,6.8106607114426,YHR158C
nit-rel,0.013719861588409,YHR158C
phos-abs,-1.6715417971532e-05,YHR158C
phos-rel,-4.0245763078772e-08,YHR158C
sul-abs,0.11501510913389,YHR158C
sul-rel,4.9036737587817e-05,YHR158C
none-wei,129.40943574905,YHR159W
